title,url,image url,description,verdict,pros,cons,price
Toshiba WT310 Windows tablet ,https://www.techadvisor.com/review/toshiba-wt310-windows-tablet-review-3593304/,https://www.techadvisor.com/cmsdata/reviews/3593304/Toshiba_WT310_thumb800.jpg,"The Toshiba WT310 Windows tablet was a poor option at over £1000 when launched, but at around £500 as it's now being sold it may be of interest to anyone looking for a mobile device with ultrabook performance in 11.6-inch tablet form. Here's our Toshiba WT310 review.","This Windows tablet was a poor option at over £1000 when launched, but at around £500 as it's now being sold it may be of interest to anyone looking for a mobile device with ultrabook performance in 11.6-inch tablet form.",,,
Anker Astro Mini 3200mAh power bank ,https://www.techadvisor.com/review/anker-astro-mini-3200mah-power-bank-review-3593330/,https://www.techadvisor.com/cmsdata/reviews/3593330/Anker_Astro_Mini_power_bank_review_5_thumb800.jpg,"Anker's Astro Mini power bank is a bestseller at Amazon, and for good reason. Read our Anker Astro Mini 3200mAh portable charger review.","Anker's Astro Mini is an extremely useful power bank, both pocketable and pretty, and able to offer your smartphone a full charge away from the mains. At this price we can't fault it. Recommended.",,,
EC Technology Backlit Keyboard ,https://www.techadvisor.com/review/ec-technology-backlit-keyboard-review-3593400/,https://www.techadvisor.com/cmsdata/reviews/3593400/EC_Tech_Backlit_Keyboard_review_4_thumb800.jpg,"EC Technology's Backlit Keyboard is a useful tool for Android-, iPad- and Windows tablet users who want to type long documents and emails on their mobile device. Read our EC Technology Backlit Keyboard review.","This cool-looking Bluetooth is very light, easily portable and comfortable to use, but its lack of grip on a flat surface and some missing functionality mean that even at this price there are better Bluetooth keyboards out there.",,,
Solwise SmartLink 1200AV2 HomePlug Adapter ,https://www.techadvisor.com/review/solwise-smartlink-1200av2-homeplug-powerline-adapter-review-3593448/,https://www.techadvisor.com/cmsdata/reviews/3593448/Solwise-1200-Powerline-800_thumb800.jpg,"The Solwise SmartLink PL1200AV2 Passthrough PIGGY Adapter is one of the fastest Powerline adapters we've tested, and boasts two Gigabit Ethernet ports and a Passthrough socket.","The Solwise SmartLink PL1200AV2 Passthrough PIGGY (why PIGGY??) HomePlug Adapter might have an over-long name but it is one of the fastest Powerline adapters we’ve ever tested. In a straight fight with its nearest competitor, the better-looking but bigger Devolo 1200+, it aced the speed tests by a whisker. It features two Gigabit Ethernet ports and a Passthrough socket just like the Devolo, but is a third cheaper. There’s no Wi-Fi model but pound for pound it’s hard to fault this super-speedy Powerline adapter. Don’t forget that you need two to make a network, and can add extra if you want to network other rooms, too.",,,
HP EliteBook Folio 1040 G1 ultraportable laptop ,https://www.techadvisor.com/review/hp-elitebook-folio-1040-g1-ultraportable-laptop-review-3593679/,https://www.techadvisor.com/cmsdata/reviews/3593679/HP_EliteBook_Folio_1040_G1_thumb800.jpg,The HP EliteBook Folio 1040 G1 is an ultraportable Windows laptop that not just matches but surpasses Apple's MacBook Air in the key area of screen quality. Here is our HP EliteBook Folio 1040 G1 review.,"Most ultraportables we test are dumbed-down MacBook Air clones with cheap construction and low-grade components. That's why it makes a particularly refreshing change to find a Windows laptop that not just matches but surpasses Apple's popular ultraportable in a key area like screen quality. The price is much higher than even the Retina-display 13-inch MacBook but if you must have a laptop built for Windows that can make a statement in build quality and top-class components, check out EliteBook Folio 1040 G1.",,,
Kinetik Energy Fitness Tracker ,https://www.techadvisor.com/review/kinetik-energy-fitness-tracker-review-3593714/,https://www.techadvisor.com/cmsdata/reviews/3593714/Kinetik-Energy-review_thumb800.jpg,"If you want to burn fat, this fitness tracker will help. Here's our review of the Kinetik Energy heart-rate monitor.","At £70, the EFT1 isn’t the cheapest Bluetooth heart rate monitor, but if you can’t or won’t wear a chest strap-style monitor, it will do the job. We’d like to see those annoying alert tones changed, too.",,,
UMI Zero octa-core smartphone ,https://www.techadvisor.com/review/umi-zero-octa-core-smartphone-review-3591690/,,"We've all heard of Samsung, Sony, HTC, Motorola and LG. UMI? Nope. But this Chinese smartphone manufacturer sells the octa-core Zero, the world's thinnest dual-SIM phone that has some flagship specs and right now is available for a tiny $203 (around £134). Even when it's not on offer it costs less than £300. Is it a steal? Read our UMI Zero smartphone review to find out.","We're impressed with the UMI Zero. Ultra-thin, light, good-looking and tough, it packs some impressive hardware for the price. If you're happy to buy a rooted Chinese smartphone then it's a great deal - especially at $203.",,,
Schenker XMG C504 gaming laptop ,https://www.techadvisor.com/review/schenker-xmg-c504-gaming-laptop-review-3593916/,https://www.techadvisor.com/cmsdata/reviews/3593916/Schenker_XMG_C504_right_thumb800.jpg,"The Schenker XMG C504 isn't the fastest gaming laptop, but it provides strong performance at a competitive mid-range price. Here's our Schenker XMG C504 review.","The XMG C504 isn't the fastest gaming laptop we've seen recently, but it provides strong performance at a competitive mid-range price. Its screen is well suited to gaming, web browsing and streaming video, and it's good to see a gaming laptop that delivers truly portable design for a change.",,,
Google Glass Explorer Edition 2.0 ,https://www.techadvisor.com/review/google-glass-explorer-edition-20-review-smartglasses-3528631/,https://www.techadvisor.com/cmsdata/reviews/3528631/Google_Glass_review_thumb800.png,"Google Glass Explorer Edition 2.0 is being discontinued by Google from 19 January. For the heady price of £1,000, you can still buy a pair of Google's heads-up display headwear until then. Our Google Glass review looks at whether it's worth getting Google Glass in the UK.","If you are interested in buying a wearable device, then Google's new Android Wear smartwatch is a cheaper, and wiser, choice. You will get more functionality out of Android Wear than Glass for the near future. Glass is certainly a more interesting device though, and it's not hard to see why tech freaks and developers are excited by it (and why society is afraid of it). Glass certainly has show-stopping power.",,,
Apple Watch vs Sony Smartwatch 3,https://www.techadvisor.com/review/apple-watch-vs-sony-smartwatch-3-stainless-steel-version-comparison-3594276/,https://www.techadvisor.com/cmsdata/reviews/3594276/Apple_Watch_2_vs_Sony_Smartwatch_3_crop_thumb800.jpg,"Excited about the Apple Watch? Us too. But as you wait and salivate, take a look at the beautiful Sony Smartwatch 3. Eyes down for our Apple Watch vs Sony Smartwatch 3 stainless steel version smartwatch comparison.","Of course it is too early to draw any serious conclusion about the relative strengths of Apple's and Sony's high-end smartwatches. Suffice to say that right now Sony wins by dint of existing. In a few weeks you will be able to buy the Smartwatch 3, and use it with your existing smartphone. The Apple Watch will likely cost more, and we know little else about it. But Apple has a good history of heading late to a market and coming up with the goods. So if you can afford to wait, it may be worthwhile - even if it is just to see what Apple does and then shop elsewhere. Remember, however, that the Apple Watch will work only with recent Apple iPhones.",,,$139.99
Far Cry 4 ,https://www.techadvisor.com/review/far-cry-4-review-3593943/,https://www.techadvisor.com/cmsdata/reviews/3593943/farcry4_800_thumb800.jpg,Far Cry 4 review: anything-goes action in a Himalayan wonderland of violence.,"Big, brash and chaotic, Far Cry 4 is perhaps not a huge step on from Far Cry 3, but it's more (much more) of a good thing.",,,24.99
LG G3 vs LG G Flex 2 smartphone comparison ,https://www.techadvisor.com/review/lg-g3-vs-lg-g-flex-2-smartphone-comparison-review-3593759/,,"LG is back with the LG G Flex 2: a desirable curved smartphone with flagship specs. We compared the LG G3 with the LG G Flex 2 to find out which is best, and decided that we can't wait to get our hands on the curvaceous LG G Flex 2. Here's our LG G3 vs LG G Flex 2 smartphone comparison review.","Price, performance and battery life remain unknown, although we can make solid assumptions on each. But on most other levels the LG G Flex 2 either matches or bests the LG G3. It is thinner, although heavier. But it has a newer OS (for now), the same camera, better storage and connectivity options. The LG G3 retains the edge only in terms of its market-leading display. In the end you have to decide whether you prefer the LG G3's stunning display, or you are prepared to sacrifice that for a decent display and a curved design. Given that the LG G Flex 2 is such a good-looking device, we would opt that way. Your view may differ.",,,
Google Nexus 6 vs Samsung Galaxy Note 4,https://www.techadvisor.com/review/nexus-6-vs-samsung-galaxy-note-4-comparison-whats-best-android-phablet-3582140/,,"Google's Nexus 6 and Samsung's Galaxy Note 4 are two of the latest Android phablets on the market, but which is the best? Here we compare Samsung and Google's flagship phablets spec for spec.","We really like the Nexus 6, but on paper the Samsung Galaxy Note 4 beats it in every category here. Unless Google comes in with a really good price for the Nexus 6, for now it's difficult to recommend over the Note 4.",,,
Google Glass vs Sony SmartEyeglass vs Toshiba Glass,https://www.techadvisor.com/review/google-glass-vs-sony-smarteyeglass-vs-toshiba-glass-3593995/,https://www.techadvisor.com/cmsdata/reviews/3593995/Sony-SmartEyeglass-attach-3_thumb800.jpg,"Google Glass, Sony SmartEyeglass and Toshiba Glass display, design, features, apps, software, price and availability explored in our smartglasses comparison.","Smartglasses are still in their infancy, but as more companies begin to explore the technology it's only a matter of time before they either flop or fly. We'll have to wait and see whether they take off, but we'll be updating this article in the meantime as we get more hands-on time with each of the devices, as new apps emerge for them, and as more announcements/improvements are made to them.",,,
